"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0050003165","0000000023",2013-12-06,"0000000023",2013-12-08,K4,"2013012","","100000007",EMEA,USD,116013.35,103123.00,12890.35,"","",C
"0050003192","0000000023",2013-12-15,"0000000023",2013-12-17,K4,"2013012","","100000013",EMEA,USD,94085.98,83632.00,10453.98,"","",C
"0050003541","0000000020",2014-04-29,"0000000020",2014-05-02,K4,"2014004","","100000011",EMEA,USD,103666.48,92148.00,11518.48,"","",C
"0050003610","0000000023",2014-05-26,"0000000023",2014-05-29,K4,"2014005","","100000005",EMEA,USD,62734.47,55764.00,6970.47,"","",C
"0050003843","0000000023",2014-08-21,"0000000023",2014-08-22,K4,"2014008","","100000008",EMEA,USD,72488.24,64434.00,8054.24,"","",C
"0050003947","0000000020",2014-09-29,"0000000020",2014-10-02,K4,"2014009","","100000012",EMEA,USD,108012.32,96011.00,12001.32,"","",C
"0050004220","0000000023",2014-12-24,"0000000023",2014-12-25,K4,"2014012","","100000010",EMEA,USD,52765.87,46903.00,5862.87,"","",C
"0050004339","0000000023",2015-01-29,"0000000023",2015-01-30,K4,"2015001","","100000035",EMEA,USD,86027.59,76469.00,9558.59,"","",C
"0050004459","0000000023",2015-03-07,"0000000023",2015-03-09,K4,"2015003","","100000007",EMEA,USD,110361.34,98099.00,12262.34,"","",C
"0050004667","0000000023",2015-05-17,"0000000023",2015-05-20,K4,"2015005","","100000006",EMEA,USD,79600.47,70756.00,8844.47,"","",C
"0050004949","0000000023",2015-08-16,"0000000023",2015-08-19,K4,"2015008","","100000035",EMEA,USD,51265.12,45569.00,5696.12,"","",C
"0050005042","0000000023",2015-09-15,"0000000023",2015-09-17,K4,"2015009","","100000006",EMEA,USD,71624.24,63666.00,7958.24,"","",C
"0050005085","0000000020",2015-09-30,"0000000020",2015-10-02,K4,"2015009","","100000010",EMEA,USD,91564.86,81391.00,10173.86,"","",C
"0050005089","0000000023",2015-09-30,"0000000023",2015-10-01,K4,"2015009","","100000006",EMEA,USD,117589.45,104524.00,13065.45,"","",C
"0050005212","0000000023",2015-11-09,"0000000023",2015-11-11,K4,"2015011","","100000006",EMEA,USD,83715.72,74414.00,9301.72,"","",C
"0050005419","0000000020",2016-01-09,"0000000020",2016-01-11,K4,"2016001","","100000008",EMEA,USD,78745.49,69996.00,8749.49,"","",C
"0050005719","0000000020",2016-04-28,"0000000020",2016-05-01,K4,"2016004","","100000013",EMEA,USD,38306.25,34050.00,4256.25,"","",C
"0050005758","0000000023",2016-05-14,"0000000023",2016-05-17,K4,"2016005","","100000036",EMEA,USD,73590.73,65414.00,8176.73,"","",C
"0050005824","0000000023",2016-06-09,"0000000023",2016-06-11,K4,"2016006","","100000011",EMEA,USD,11250.00,10000.00,1250.00,"","",C
"0050005918","0000000015",2016-07-09,"0000000015",2016-07-10,K4,"2016007","","100000010",EMEA,USD,31149.00,27688.00,3461.00,"","",C
"0050006085","0000000023",2016-09-02,"0000000023",2016-09-03,K4,"2016009","","100000008",EMEA,USD,96710.57,85965.00,10745.57,"","",C
"0050006114","0000000020",2016-09-13,"0000000020",2016-09-14,K4,"2016009","","100000010",EMEA,USD,93194.97,82840.00,10354.97,"","",C
"0050006534","0000000023",2017-02-14,"0000000023",2017-02-16,K4,"2017002","","100000006",EMEA,USD,93684.35,83275.00,10409.35,"","",C
"0050006712","0000000020",2017-04-18,"0000000020",2017-04-19,K4,"2017004","","100000014",EMEA,USD,84408.73,75030.00,9378.73,"","",C
"0050006798","0000000023",2017-05-10,"0000000023",2017-05-12,K4,"2017005","","100000006",EMEA,USD,113953.46,101292.00,12661.46,"","",C
"0050006854","0000000023",2017-06-01,"0000000023",2017-06-03,K4,"2017006","","100000036",EMEA,USD,25537.50,22700.00,2837.50,"","",C
"0050007139","0000000015",2017-08-25,"0000000015",2017-08-26,K4,"2017008","","100000005",EMEA,USD,86357.22,76762.00,9595.22,"","",C
"0050007557","0000000023",2018-01-18,"0000000023",2018-01-20,K4,"2018001","","100000012",EMEA,USD,102759.72,91342.00,11417.72,"","",C
"0050007758","0000000020",2018-03-31,"0000000020",2018-04-01,K4,"2018003","","100000038",EMEA,USD,104845.47,93196.00,11649.47,"","",C
"0050008999","0000000023",2019-06-18,"0000000023",2019-06-20,K4,"2019006","","100000037",EMEA,USD,60664.50,53924.00,6740.50,"","",C
"0050009287","0000000023",2019-09-29,"0000000023",2019-10-01,K4,"2019009","","100000006",EMEA,USD,41625.00,37000.00,4625.00,"","",C
"0050009887","0000000023",2020-04-14,"0000000023",2020-04-15,K4,"2020004","","100000008",EMEA,USD,71011.11,63121.00,7890.11,"","",C
"0050010605","0000000015",2020-11-28,"0000000015",2020-12-01,K4,"2020011","","100000036",EMEA,USD,76615.86,68103.00,8512.86,"","",C
"0050010715","0000000023",2021-01-12,"0000000023",2021-01-14,K4,"2021001","","100000036",EMEA,USD,78530.60,69805.00,8725.60,"","",C
"0050010923","0000000023",2021-04-04,"0000000023",2021-04-05,K4,"2021004","","100000007",EMEA,USD,57499.87,51111.00,6388.87,"","",C
"0050011551","0000000015",2021-10-25,"0000000015",2021-10-28,K4,"2021010","","100000005",EMEA,USD,89989.85,79991.00,9998.85,"","",C
"0050011676","0000000023",2021-11-26,"0000000023",2021-11-29,K4,"2021011","","100000011",EMEA,USD,86080.49,76516.00,9564.49,"","",C
"0050012130","0000000020",2022-04-16,"0000000020",2022-04-17,K4,"2022004","","100000037",EMEA,USD,96389.99,85680.00,10709.99,"","",C
"0050012282","0000000023",2022-06-05,"0000000023",2022-06-06,K4,"2022006","","100000006",EMEA,USD,105359.60,93653.00,11706.60,"","",C
"0050012567","0000000023",2022-09-11,"0000000023",2022-09-12,K4,"2022009","","100000014",EMEA,USD,95521.48,84908.00,10613.48,"","",C
"0050012828","0000000023",2022-12-20,"0000000023",2022-12-21,K4,"2022012","","100000011",EMEA,USD,125790.71,111814.00,13976.71,"","",C
"0050013087","0000000023",2023-03-30,"0000000023",2023-03-31,K4,"2023003","","100000038",EMEA,USD,61762.50,54900.00,6862.50,"","",C
"0050000208","0000000023",2011-03-22,"0000000023",2011-03-24,K4,"2011003","","100000013",EMEA,USD,45506.25,40450.00,5056.25,"","",C
"0050000986","0000000020",2011-11-26,"0000000020",2011-11-27,K4,"2011011","","100000014",EMEA,USD,38025.00,33800.00,4225.00,"","",C
"0050001238","0000000015",2012-02-11,"0000000015",2012-02-14,K4,"2012002","","100000007",EMEA,USD,26212.50,23300.00,2912.50,"","",C
"0050001335","0000000020",2012-03-13,"0000000020",2012-03-16,K4,"2012003","","100000007",EMEA,USD,83130.74,73894.00,9236.74,"","",C
"0050001371","0000000023",2012-03-24,"0000000023",2012-03-25,K4,"2012003","","100000006",EMEA,USD,63544.48,56484.00,7060.48,"","",C
"0050001414","0000000020",2012-04-03,"0000000020",2012-04-06,K4,"2012004","","100000026",EMEA,USD,99049.45,88044.00,11005.45,"","",C
"0050002004","0000000020",2012-10-22,"0000000020",2012-10-24,K4,"2012010","","100000010",EMEA,USD,67106.25,59650.00,7456.25,"","",C
"0050002678","0000000023",2013-06-23,"0000000023",2013-06-26,K4,"2013006","","100000009",EMEA,USD,125582.60,111629.00,13953.60,"","",C
"0050002966","0000000023",2013-09-30,"0000000023",2013-10-01,K4,"2013009","","100000038",EMEA,USD,84860.96,75432.00,9428.96,"","",C
"0050003017","0000000020",2013-10-16,"0000000020",2013-10-19,K4,"2013010","","100000008",EMEA,USD,29193.75,25950.00,3243.75,"","",C
"0050003028","0000000020",2013-10-21,"0000000020",2013-10-22,K4,"2013010","","100000009",EMEA,USD,100632.36,89451.00,11181.36,"","",C
"0050003084","0000000020",2013-11-09,"0000000020",2013-11-12,K4,"2013011","","100000035",EMEA,USD,57037.50,50700.00,6337.50,"","",C
"0050003334","0000000023",2014-02-02,"0000000023",2014-02-05,K4,"2014002","","100000008",EMEA,USD,67395.37,59907.00,7488.37,"","",C
"0050003500","0000000020",2014-04-11,"0000000020",2014-04-14,K4,"2014004","","100000006",EMEA,USD,13781.25,12250.00,1531.25,"","",C
"0050003664","0000000023",2014-06-14,"0000000023",2014-06-17,K4,"2014006","","100000011",EMEA,USD,63941.62,56837.00,7104.62,"","",C
"0050003740","0000000020",2014-07-14,"0000000020",2014-07-16,K4,"2014007","","100000038",EMEA,USD,52815.37,46947.00,5868.37,"","",C
"0050003952","0000000015",2014-10-03,"0000000015",2014-10-04,K4,"2014010","","100000013",EMEA,USD,49160.25,43698.00,5462.25,"","",C
"0050004095","0000000023",2014-11-12,"0000000023",2014-11-13,K4,"2014011","","100000011",EMEA,USD,20305.12,18049.00,2256.12,"","",C
"0050004436","0000000023",2015-02-27,"0000000023",2015-02-28,K4,"2015002","","100000006",EMEA,USD,33300.00,29600.00,3700.00,"","",C
"0050005407","0000000020",2016-01-06,"0000000020",2016-01-07,K4,"2016001","","100000035",EMEA,USD,79818.72,70950.00,8868.72,"","",C
"0050005520","0000000020",2016-02-15,"0000000020",2016-02-16,K4,"2016002","","100000007",EMEA,USD,90123.73,80110.00,10013.73,"","",C
"0050005723","0000000023",2016-04-30,"0000000023",2016-05-01,K4,"2016004","","100000037",EMEA,USD,93055.48,82716.00,10339.48,"","",C
"0050005829","0000000020",2016-06-13,"0000000020",2016-06-15,K4,"2016006","","100000008",EMEA,USD,98979.73,87982.00,10997.73,"","",C
"0050005952","0000000023",2016-07-20,"0000000023",2016-07-21,K4,"2016007","","100000014",EMEA,USD,20137.50,17900.00,2237.50,"","",C
"0050006131","0000000023",2016-09-20,"0000000023",2016-09-22,K4,"2016009","","100000010",EMEA,USD,46237.50,41100.00,5137.50,"","",C
"0050006307","0000000023",2016-12-01,"0000000023",2016-12-02,K4,"2016012","","100000037",EMEA,USD,58500.00,52000.00,6500.00,"","",C
"0050006430","0000000023",2017-01-07,"0000000023",2017-01-08,K4,"2017001","","100000035",EMEA,USD,17156.25,15250.00,1906.25,"","",C
"0050006909","0000000023",2017-06-18,"0000000023",2017-06-21,K4,"2017006","","100000014",EMEA,USD,20925.00,18600.00,2325.00,"","",C
"0050007212","0000000023",2017-09-19,"0000000023",2017-09-21,K4,"2017009","","100000007",EMEA,USD,53662.50,47700.00,5962.50,"","",C
"0050007253","0000000023",2017-10-05,"0000000023",2017-10-06,K4,"2017010","","100000005",EMEA,USD,29696.62,26397.00,3299.62,"","",C
"0050007282","0000000023",2017-10-19,"0000000023",2017-10-22,K4,"2017010","","100000008",EMEA,USD,77506.87,68895.00,8611.87,"","",C
"0050007380","0000000020",2017-11-26,"0000000020",2017-11-27,K4,"2017011","","100000036",EMEA,USD,78852.34,70091.00,8761.34,"","",C
"0050007567","0000000023",2018-01-22,"0000000023",2018-01-25,K4,"2018001","","100000013",EMEA,USD,21825.00,19400.00,2425.00,"","",C
"0050007605","0000000023",2018-02-02,"0000000023",2018-02-03,K4,"2018002","","100000008",EMEA,USD,105743.22,93994.00,11749.22,"","",C
"0050007656","0000000023",2018-02-19,"0000000023",2018-02-20,K4,"2018002","","100000005",EMEA,USD,60792.75,54038.00,6754.75,"","",C
"0050008552","0000000015",2019-01-07,"0000000015",2019-01-09,K4,"2019001","","100000010",EMEA,USD,60465.37,53747.00,6718.37,"","",C
"0050008922","0000000023",2019-05-18,"0000000023",2019-05-21,K4,"2019005","","100000035",EMEA,USD,18900.00,16800.00,2100.00,"","",C
"0050008964","0000000020",2019-06-05,"0000000020",2019-06-08,K4,"2019006","","100000014",EMEA,USD,73237.50,65100.00,8137.50,"","",C
"0050009135","0000000023",2019-08-03,"0000000023",2019-08-05,K4,"2019008","","100000009",EMEA,USD,63620.98,56552.00,7068.98,"","",C
"0050009139","0000000020",2019-08-03,"0000000020",2019-08-06,K4,"2019008","","100000011",EMEA,USD,43593.75,38750.00,4843.75,"","",C
"0050009300","0000000020",2019-10-07,"0000000020",2019-10-10,K4,"2019010","","100000007",EMEA,USD,73978.84,65759.00,8219.84,"","",C
"0050009377","0000000020",2019-10-30,"0000000020",2019-11-01,K4,"2019010","","100000036",EMEA,USD,110883.36,98563.00,12320.36,"","",C
"0050009558","0000000023",2019-12-30,"0000000023",2020-01-01,K4,"2019012","","100000007",EMEA,USD,92570.60,82285.00,10285.60,"","",C
"0050009602","0000000023",2020-01-13,"0000000023",2020-01-14,K4,"2020001","","100000028",EMEA,USD,23287.50,20700.00,2587.50,"","",C
"0050009670","0000000023",2020-01-29,"0000000023",2020-01-31,K4,"2020001","","100000036",EMEA,USD,109321.83,97175.00,12146.83,"","",C
"0050009729","0000000020",2020-02-20,"0000000020",2020-02-22,K4,"2020002","","100000014",EMEA,USD,13781.25,12250.00,1531.25,"","",C
"0050009853","0000000015",2020-04-03,"0000000015",2020-04-04,K4,"2020004","","100000006",EMEA,USD,62268.75,55350.00,6918.75,"","",C
"0050009897","0000000015",2020-04-17,"0000000015",2020-04-18,K4,"2020004","","100000014",EMEA,USD,96733.09,85985.00,10748.09,"","",C
"0050009990","0000000023",2020-05-18,"0000000023",2020-05-19,K4,"2020005","","100000009",EMEA,USD,36731.25,32650.00,4081.25,"","",C
"0050010067","0000000023",2020-06-10,"0000000023",2020-06-11,K4,"2020006","","100000005",EMEA,USD,90024.72,80022.00,10002.72,"","",C
"0050010357","0000000020",2020-09-14,"0000000020",2020-09-16,K4,"2020009","","100000012",EMEA,USD,54168.75,48150.00,6018.75,"","",C
"0050011021","0000000015",2021-05-05,"0000000015",2021-05-07,K4,"2021005","","100000014",EMEA,USD,27787.50,24700.00,3087.50,"","",C
"0050011469","0000000023",2021-09-28,"0000000023",2021-09-30,K4,"2021009","","100000007",EMEA,USD,88247.22,78442.00,9805.22,"","",C
"0050011619","0000000023",2021-11-12,"0000000023",2021-11-13,K4,"2021011","","100000012",EMEA,USD,33075.00,29400.00,3675.00,"","",C
"0050011802","0000000015",2022-01-12,"0000000015",2022-01-14,K4,"2022001","","100000006",EMEA,USD,95221.10,84641.00,10580.10,"","",C
"0050011819","0000000015",2022-01-14,"0000000015",2022-01-16,K4,"2022001","","100000035",EMEA,USD,70541.97,62704.00,7837.97,"","",C
"0050012336","0000000023",2022-06-24,"0000000023",2022-06-25,K4,"2022006","","100000006",EMEA,USD,61626.37,54779.00,6847.37,"","",C
"0050012378","0000000020",2022-07-07,"0000000020",2022-07-10,K4,"2022007","","100000036",EMEA,USD,76649.62,68133.00,8516.62,"","",C
"0050012539","0000000023",2022-08-31,"0000000023",2022-09-02,K4,"2022008","","100000006",EMEA,USD,16312.50,14500.00,1812.50,"","",C
"0050012598","0000000023",2022-09-23,"0000000023",2022-09-26,K4,"2022009","","100000038",EMEA,USD,54843.75,48750.00,6093.75,"","",C
"0050012644","0000000023",2022-10-05,"0000000023",2022-10-06,K4,"2022010","","100000038",EMEA,USD,68421.37,60819.00,7602.37,"","",C
"0050012961","0000000020",2023-02-07,"0000000020",2023-02-10,K4,"2023002","","100000010",EMEA,USD,50134.49,44564.00,5570.49,"","",C
"0050000394","0000000020",2011-05-23,"0000000020",2011-05-24,K4,"2011005","","100000007",EMEA,USD,95610.35,84987.00,10623.35,"","",C
"0050000601","0000000015",2011-07-26,"0000000015",2011-07-29,K4,"2011007","","100000006",EMEA,USD,85065.71,75614.00,9451.71,"","",C
"0050000605","0000000023",2011-07-28,"0000000023",2011-07-29,K4,"2011007","","100000008",EMEA,USD,108573.71,96510.00,12063.71,"","",C
"0050000666","0000000015",2011-08-16,"0000000015",2011-08-19,K4,"2011008","","100000007",EMEA,USD,69653.23,61914.00,7739.23,"","",C
"0050001125","0000000023",2012-01-13,"0000000023",2012-01-15,K4,"2012001","","100000007",EMEA,USD,94835.21,84298.00,10537.21,"","",C
"0050001789","0000000023",2012-08-05,"0000000023",2012-08-08,K4,"2012008","","100000038",EMEA,USD,66542.62,59149.00,7393.62,"","",C
"0050002442","0000000020",2013-04-03,"0000000020",2013-04-04,K4,"2013004","","100000036",EMEA,USD,69980.61,62205.00,7775.61,"","",C
"0050002566","0000000023",2013-05-21,"0000000023",2013-05-23,K4,"2013005","","100000011",EMEA,USD,62960.62,55965.00,6995.62,"","",C
"0050002796","0000000015",2013-08-04,"0000000015",2013-08-07,K4,"2013008","","100000038",EMEA,USD,61870.49,54996.00,6874.49,"","",C
"0050002799","0000000023",2013-08-05,"0000000023",2013-08-08,K4,"2013008","","100000007",EMEA,USD,35973.00,31976.00,3997.00,"","",C
"0050003033","0000000023",2013-10-21,"0000000023",2013-10-22,K4,"2013010","","100000009",EMEA,USD,19181.25,17050.00,2131.25,"","",C
"0050003080","0000000020",2013-11-09,"0000000020",2013-11-12,K4,"2013011","","100000009",EMEA,USD,43477.87,38647.00,4830.87,"","",C
"0050003116","0000000020",2013-11-17,"0000000020",2013-11-19,K4,"2013011","","100000037",EMEA,USD,77392.11,68793.00,8599.11,"","",C
"0050003173","0000000020",2013-12-11,"0000000020",2013-12-12,K4,"2013012","","100000011",EMEA,USD,56226.37,49979.00,6247.37,"","",C
"0050003311","0000000023",2014-01-28,"0000000023",2014-01-31,K4,"2014001","","100000010",EMEA,USD,96836.60,86077.00,10759.60,"","",C
"0050003313","0000000020",2014-01-28,"0000000020",2014-01-31,K4,"2014001","","100000012",EMEA,USD,56861.99,50544.00,6317.99,"","",C
"0050003501","0000000020",2014-04-11,"0000000020",2014-04-14,K4,"2014004","","100000036",EMEA,USD,48346.87,42975.00,5371.87,"","",C
"0050003516","0000000020",2014-04-19,"0000000020",2014-04-22,K4,"2014004","","100000008",EMEA,USD,49781.25,44250.00,5531.25,"","",C
"0050003736","0000000020",2014-07-11,"0000000020",2014-07-12,K4,"2014007","","100000008",EMEA,USD,97847.97,86976.00,10871.97,"","",C
"0050003754","0000000020",2014-07-18,"0000000020",2014-07-21,K4,"2014007","","100000011",EMEA,USD,60447.35,53731.00,6716.35,"","",C
"0050003874","0000000023",2014-08-29,"0000000023",2014-09-01,K4,"2014008","","100000012",EMEA,USD,79631.99,70784.00,8847.99,"","",C
"0050004026","0000000023",2014-10-22,"0000000023",2014-10-25,K4,"2014010","","100000011",EMEA,USD,94170.33,83707.00,10463.33,"","",C
"0050004045","0000000023",2014-10-30,"0000000023",2014-11-01,K4,"2014010","","100000011",EMEA,USD,68164.87,60591.00,7573.87,"","",C
"0050004075","0000000023",2014-11-08,"0000000023",2014-11-09,K4,"2014011","","100000037",EMEA,USD,30487.50,27100.00,3387.50,"","",C
"0050004738","0000000023",2015-06-09,"0000000023",2015-06-12,K4,"2015006","","100000009",EMEA,USD,57061.11,50721.00,6340.11,"","",C
"0050004816","0000000020",2015-07-06,"0000000020",2015-07-07,K4,"2015007","","100000009",EMEA,USD,113200.86,100623.00,12577.86,"","",C
"0050005156","0000000023",2015-10-24,"0000000023",2015-10-25,K4,"2015010","","100000036",EMEA,USD,71940.37,63947.00,7993.37,"","",C
"0050005492","0000000020",2016-02-06,"0000000020",2016-02-07,K4,"2016002","","100000012",EMEA,USD,86653.11,77025.00,9628.11,"","",C
"0050005621","0000000023",2016-03-20,"0000000023",2016-03-22,K4,"2016003","","100000012",EMEA,USD,67721.61,60197.00,7524.61,"","",C
"0050005656","0000000020",2016-04-03,"0000000020",2016-04-05,K4,"2016004","","100000037",EMEA,USD,90244.09,80217.00,10027.09,"","",C
"0050005753","0000000023",2016-05-12,"0000000023",2016-05-13,K4,"2016005","","100000013",EMEA,USD,52987.50,47100.00,5887.50,"","",C
"0050005808","0000000020",2016-06-06,"0000000020",2016-06-08,K4,"2016006","","100000008",EMEA,USD,21712.50,19300.00,2412.50,"","",C
"0050005842","0000000020",2016-06-18,"0000000020",2016-06-20,K4,"2016006","","100000014",EMEA,USD,22725.00,20200.00,2525.00,"","",C
"0050005868","0000000015",2016-07-02,"0000000015",2016-07-03,K4,"2016007","","100000005",EMEA,USD,41737.50,37100.00,4637.50,"","",C
"0050006052","0000000020",2016-08-25,"0000000020",2016-08-28,K4,"2016008","","100000014",EMEA,USD,75739.50,67324.00,8415.50,"","",C
"0050006576","0000000023",2017-02-26,"0000000023",2017-02-27,K4,"2017002","","100000014",EMEA,USD,110496.33,98219.00,12277.33,"","",C
"0050006662","0000000020",2017-03-27,"0000000020",2017-03-28,K4,"2017003","","100000010",EMEA,USD,49950.00,44400.00,5550.00,"","",C
"0050006940","0000000015",2017-07-01,"0000000015",2017-07-04,K4,"2017007","","100000009",EMEA,USD,120253.46,106892.00,13361.46,"","",C
"0050007287","0000000020",2017-10-20,"0000000020",2017-10-23,K4,"2017010","","100000012",EMEA,USD,44043.75,39150.00,4893.75,"","",C
"0050007587","0000000023",2018-01-28,"0000000023",2018-01-30,K4,"2018001","","100000006",EMEA,USD,75262.50,66900.00,8362.50,"","",C
"0050007654","0000000023",2018-02-19,"0000000023",2018-02-22,K4,"2018002","","100000035",EMEA,USD,77629.49,69004.00,8625.49,"","",C
"0050007677","0000000023",2018-02-27,"0000000023",2018-03-01,K4,"2018002","","100000013",EMEA,USD,65077.87,57847.00,7230.87,"","",C
"0050007820","0000000020",2018-04-24,"0000000020",2018-04-25,K4,"2018004","","100000008",EMEA,USD,47361.37,42099.00,5262.37,"","",C
"0050008296","0000000023",2018-10-06,"0000000023",2018-10-09,K4,"2018010","","100000036",EMEA,USD,27000.00,24000.00,3000.00,"","",C
"0050008584","0000000023",2019-01-14,"0000000023",2019-01-16,K4,"2019001","","100000035",EMEA,USD,22725.00,20200.00,2525.00,"","",C
"0050008642","0000000023",2019-02-07,"0000000023",2019-02-10,K4,"2019002","","100000006",EMEA,USD,77632.86,69007.00,8625.86,"","",C
"0050008688","0000000020",2019-02-24,"0000000020",2019-02-27,K4,"2019002","","100000014",EMEA,USD,24243.75,21550.00,2693.75,"","",C
"0050008831","0000000023",2019-04-13,"0000000023",2019-04-16,K4,"2019004","","100000014",EMEA,USD,60058.12,53385.00,6673.12,"","",C
"0050008933","0000000020",2019-05-24,"0000000020",2019-05-27,K4,"2019005","","100000014",EMEA,USD,58443.75,51950.00,6493.75,"","",C
"0050008938","0000000020",2019-05-26,"0000000020",2019-05-28,K4,"2019005","","100000011",EMEA,USD,81647.97,72576.00,9071.97,"","",C
"0050008973","0000000023",2019-06-09,"0000000023",2019-06-12,K4,"2019006","","100000011",EMEA,USD,85850.97,76312.00,9538.97,"","",C
"0050009156","0000000020",2019-08-12,"0000000020",2019-08-15,K4,"2019008","","100000005",EMEA,USD,62550.00,55600.00,6950.00,"","",C
"0050009387","0000000023",2019-11-03,"0000000023",2019-11-04,K4,"2019011","","100000038",EMEA,USD,55686.36,49499.00,6187.36,"","",C
"0050009592","0000000023",2020-01-11,"0000000023",2020-01-14,K4,"2020001","","100000008",EMEA,USD,137897.98,122576.00,15321.98,"","",C
"0050009608","0000000023",2020-01-13,"0000000023",2020-01-16,K4,"2020001","","100000011",EMEA,USD,76619.24,68106.00,8513.24,"","",C
"0050009655","0000000023",2020-01-21,"0000000023",2020-01-24,K4,"2020001","","100000009",EMEA,USD,52648.87,46799.00,5849.87,"","",C
"0050009800","0000000020",2020-03-20,"0000000020",2020-03-21,K4,"2020003","","100000006",EMEA,USD,45731.25,40650.00,5081.25,"","",C
"0050010913","0000000023",2021-04-02,"0000000023",2021-04-05,K4,"2021004","","100000013",EMEA,USD,103006.11,91561.00,11445.11,"","",C
"0050011080","0000000015",2021-05-16,"0000000015",2021-05-17,K4,"2021005","","100000036",EMEA,USD,30937.50,27500.00,3437.50,"","",C
"0050011096","0000000023",2021-05-22,"0000000023",2021-05-25,K4,"2021005","","100000036",EMEA,USD,34087.50,30300.00,3787.50,"","",C
"0050011099","0000000023",2021-05-25,"0000000023",2021-05-26,K4,"2021005","","100000013",EMEA,USD,105008.59,93341.00,11667.59,"","",C
"0050011202","0000000015",2021-06-23,"0000000015",2021-06-24,K4,"2021006","","100000009",EMEA,USD,67612.50,60100.00,7512.50,"","",C
"0050011489","0000000023",2021-10-04,"0000000023",2021-10-06,K4,"2021010","","100000006",EMEA,USD,69970.50,62196.00,7774.50,"","",C
"0050011633","0000000023",2021-11-17,"0000000023",2021-11-19,K4,"2021011","","100000035",EMEA,USD,39150.00,34800.00,4350.00,"","",C
"0050011674","0000000023",2021-11-26,"0000000023",2021-11-29,K4,"2021011","","100000036",EMEA,USD,64742.62,57549.00,7193.62,"","",C
"0050012024","0000000023",2022-03-15,"0000000023",2022-03-17,K4,"2022003","","100000038",EMEA,USD,43537.50,38700.00,4837.50,"","",C
"0050012107","0000000023",2022-04-11,"0000000023",2022-04-12,K4,"2022004","","100000008",EMEA,USD,25650.00,22800.00,2850.00,"","",C
"0050012527","0000000023",2022-08-29,"0000000023",2022-08-31,K4,"2022008","","100000007",EMEA,USD,74081.25,65850.00,8231.25,"","",C
"0050012602","0000000023",2022-09-24,"0000000023",2022-09-26,K4,"2022009","","100000014",EMEA,USD,97293.35,86483.00,10810.35,"","",C
"0050012953","0000000020",2023-02-06,"0000000020",2023-02-08,K4,"2023002","","100000037",EMEA,USD,116989.84,103991.00,12998.84,"","",C
"0050013090","0000000023",2023-03-31,"0000000023",2023-04-02,K4,"2023003","","100000014",EMEA,USD,34086.37,30299.00,3787.37,"","",C
"0050000063","0000000023",2011-01-24,"0000000023",2011-01-27,K4,"2011001","","100000013",EMEA,USD,90898.86,80799.00,10099.86,"","",C
"0050000381","0000000020",2011-05-16,"0000000020",2011-05-18,K4,"2011005","","100000036",EMEA,USD,56171.24,49930.00,6241.24,"","",C
"0050000496","0000000023",2011-06-27,"0000000023",2011-06-28,K4,"2011006","","100000035",EMEA,USD,88262.98,78456.00,9806.98,"","",C
"0050000504","0000000023",2011-06-29,"0000000023",2011-07-01,K4,"2011006","","100000037",EMEA,USD,76656.36,68139.00,8517.36,"","",C
"0050000925","0000000023",2011-10-27,"0000000023",2011-10-28,K4,"2011010","","100000006",EMEA,USD,69861.36,62099.00,7762.36,"","",C
"0050001058","0000000023",2011-12-19,"0000000023",2011-12-21,K4,"2011012","","100000038",EMEA,USD,100966.47,89748.00,11218.47,"","",C
"0050001190","0000000023",2012-02-02,"0000000023",2012-02-03,K4,"2012002","","100000007",EMEA,USD,68055.74,60494.00,7561.74,"","",C
"0050001295","0000000015",2012-02-29,"0000000015",2012-03-01,K4,"2012002","","100000011",EMEA,USD,111233.25,98874.00,12359.25,"","",C
"0050001440","0000000023",2012-04-12,"0000000023",2012-04-15,K4,"2012004","","100000006",EMEA,USD,68647.50,61020.00,7627.50,"","",C
"0050001564","0000000020",2012-05-22,"0000000020",2012-05-25,K4,"2012005","","100000005",EMEA,USD,28181.25,25050.00,3131.25,"","",C
"0050001925","0000000023",2012-09-19,"0000000023",2012-09-22,K4,"2012009","","100000005",EMEA,USD,72163.12,64145.00,8018.12,"","",C
"0050001977","0000000020",2012-10-10,"0000000020",2012-10-11,K4,"2012010","","100000012",EMEA,USD,73779.72,65582.00,8197.72,"","",C
"0050002027","0000000023",2012-11-01,"0000000023",2012-11-02,K4,"2012011","","100000012",EMEA,USD,62349.74,55422.00,6927.74,"","",C
"0050002300","0000000023",2013-02-08,"0000000023",2013-02-11,K4,"2013002","","100000013",EMEA,USD,38584.12,34297.00,4287.12,"","",C
"0050002419","0000000023",2013-03-24,"0000000023",2013-03-26,K4,"2013003","","100000037",EMEA,USD,71805.36,63827.00,7978.36,"","",C
"0050002427","0000000020",2013-03-27,"0000000020",2013-03-28,K4,"2013003","","100000013",EMEA,USD,93430.11,83049.00,10381.11,"","",C
"0050002497","0000000020",2013-04-26,"0000000020",2013-04-27,K4,"2013004","","100000005",EMEA,USD,58050.00,51600.00,6450.00,"","",C
